LOCATION NAME,DISPLAY_CALL_NO,ITEM_ENUM,CHRON,CountOfCHARGE_DATE,TITLE
,WH 17 HEC 1994,,,1,"Practical microscopic hematology : a manual for the clinical laboratory and clinical practice / Fritz Heckner, H. Peter Lehmann and Yuan S. Kao. "
,WH 670 BAS 1981,,,1,Clay's handbook of environmental health 
,WH100 LAB 1989,,,1,Laboratory Haematology:An Account of Laboratory Techniques 
,WL 340.2 .Au4 2013,,,5,Augmentative and alternative communication : supporting children and adults with complex communication needs / by David R. Beukelman and Pat Mirenda. 
,WM 100 .B24 2005,,,7,"Abnormal psychology : an integrative approach / David H. Barlow, V. Mark Durand. "
,WM 100 .B24 2009,,,8,"Abnormal psychology : an integrative approach / David H. Barlow, V. Mark Durand. "
,WM 100 .G66 2002,,,3,"Case studies in abnormal psychology / Ethan E. Gorenstein, Ronald J. Comer. "
,WM 105 .C61 2009,,,1,"Clinical psychology : assessment, treatment, and research / editors, David C.S. Richard, Steven K. Huprich. "
,WM 105 .T76 2005,,,3,Clinical psychology / Timothy J. Trull. 
,WM 171 .G28 2007,,,3,Depression : scientific and natural treatments / Ramon C. Gelabert. 
,WM 172 .G28 2007,,,1,Stress and anxiety : scientific and natural treatments / Ramon C. Gelabert. 
,WM 172 .W67 2005,,,2,Cracking the stress problem / by Richard J.B. Willis. 
,WM 175 .H78 2006,,,1,Wasted : a memoir of anorexia and bulimia / Marya Hornbacher. 
,WM 176 .Ob7 2007 DVD,,,1,Obsessive compulsive disorder [videorecording] / ABC News. 
,WM 247 ALC,,,6,Alcohol Problems 
,WM 270 .M59 2008,,,1,"Criminal conduct and substance abuse treatment for women in correctional settings : adjunct provider's guide : female-focused strategies for self-improvement and change-pathways to responsible living / Harvey B. Milkman, Kenneth W. Wanberg, Barbara A. Gag"
,WM 270 MAC 1989,,,2,"Drugs, drinking, and adolescents / Donald Ian Macdonald. "
,WM 274 .J95 2010,,,1,"Alcohol, other drugs, and behavior : psychological research perspectives / John Jung. "
,WM 274 CHI 1987,,,3,"Children of alcoholics / Margaret Bean-Bayog, guest editor, Barry Stimmel, editor. "
,WM 275 .Sh3 2008,,,7,Beautiful boy : a father's journey through his son's addiction / David Sheff. 
,WM 420 .J23 2003,,,2,"Theories and strategies in counseling and psychotherapy / Richard K. James, Burl E. Gilliland. "
,WM 420 .M18 2007,,,2,"What therapists say and why they say it : effective therapeutic responses and techniques / Bill McHenry, Jim McHenry. "
,WM 420 .P81 2006,,,2,"What therapists don't talk about and why : understanding taboos that hurt us and our clients / Kenneth S. Pope, Janet L. Sonne, and Beverly Greene ; forewords by Melba J.T. Vasquez and Gerald P. Koocher. "
,WM 420 .R63 1995,,,3,On becoming a person : a therapist's view of psychotherapy / Carl R. Rogers ; introduction by Peter D. Kramer. 
,WM 430.5.F2 .N51 2006,,,8,Family therapy : concepts and methods / Michael P. Nichols with Richard C. Schwartz ; foreword by Salvador Minuchin. 
,WM 450.5 .02 FRA,,,1,Psychology for occupational therapists 
,WM 475.6 .M643d 1999,,,1,Dyslexia : a hundred years on / T.R. Miles and Elaine Miles. 
,WM 55 .H16 2007,,,3,"Disaster mental health : theory and practice / James Halpern, Mary Tramontin. "
,WM401 .Ag9 c1998,,,1,Crisis intervention : theory and methodology / Donna C. Aguilera. 
,WM430.5.F2 .M66 2007,,,1,"Assessing families and couples : from symptom to system / Salvador Minuchin, Michael P. Nichols, Wai-Yung Lee. "
,WN 110 .B21 1997,,,1,"Essential physics for radiographers / John Ball, Adrian D. Moore. "
,WN 110 .C93 1990,,,4,Christensen's physics of diagnostic radiology. 
,WN 110 .F24 1997,,,5,Physics for medical imaging / R.F. Farr and P. J. Allisy-Roberts with contributions from J. Weir. 
,WN 150 .C42 1994,,,31,Chesneys' equipment for student radiographers / Peter Carter ... [et al.]. 
,WN 150 FOR 1985,,,2,Equipment for diagnostic radiography / by E. Forster. 
,WN 150 STO 1986,,,1,Manual of radiographic equipment / Sybil M. Stockley. 
,WN 160 .B96 2001,,,1,"Radiologic science for technologists : physics, biology, and protection / Stewart C. Bushong. "
,WN 160 .B96 2004,,,6,"Radiologic science for technologists : physics, biology, and protection / Stewart C. Bushong. "
,WN 160 .R66 1995,,,1,Introduction to computed tomography / Lois E. Romans. 
,WN 160 BER,,,1,Pratical CT Technology and Techniques 
,WN 160 INT 1992,,,2,"Introduction to radiologic technology / edited by LaVerne Tolley Gurley, William J. Callaway ; with fourteen contributors. "
,WN 17 .B21 2003 v. 1,,,12,"Merrill's atlas of radiographic positions and radiologic procedures volume 1/ Phillip w. Ballinger, Eugene D. Frank "
,WN 17 .B21 2003 V. 3,,,11,Merrill's atlas of radiographic positions and radiologic procedures volume 3 / Philip W. Ballinger 
,WN 17 .B21 2003 v.2,,,13,"Merrill's atlas of radiographic positions and radiologic procedures Volume 2/ Philip W. Ballinger, Eugene D. Frank. "
,WN 17 BAL 1995 Volume 1,Volume 1,,1,Merrill's atlas of radiographic positions and radiologic procedures / Philip W. Ballinger. 
,WN 18 BUS 1996,,,3,Magnetic resonance imaging : study guide and exam review / Stewart C. Bushong. 
,WN 18.2 .H32 1999 v.1,,,4,"Radiographic anatomy, positioning, and procedures workbook / Volume one Steven G. Hayes, Sr. "
,WN 18.2 .H32 1999 v.2,,,4,"Radiographic anatomy, positioning, and procedures workbook Volume two Steven G. Hayes, Sr. "
,WN 18.2 .M25 1996,,,1,Exercises in radiographic critique / Kathy McQuillen-Martensen. 
,WN 18.2 .Od9 2012,,,1,"Ultrasonography examination / Charles S. Odwin, Arthur C. Fleischer. "
,WN 18.2 .Sa2 2012,,,2,Radiography PREP : program review and exam prep / D.A. Saia. 
,WN 200 .B21 1995,,,11,Chesney's radiographic imaging. 
,WN 200 .D93 1999,,,3,Critical thinking : developing skills in radiography / Kathryn S. Durand. 
,WN 200 .In8 1994,,,1,"Introduction to radiography and patient care / [edited by] Arlene M. Adler, Rickard R. Carlton. "
,WN 200 .In8 2007,,,19,Introduction to radiologic sciences and patient care / [edited by] Arlene M. Adler and Richard R. Carlton. 
,WN 200 .L64 1996,,,1,Radiographic pathology / TerriAnn Linn-Watson. 
,WN 200 BUS 1996,,,3,Magnetic resonance imaging : physical and biological principles / Stewart C. Bushong. 
,WN 200 DEN CHS,,,1,"Applied radiographic calculations / Cynthia A. Dennis, Ronald L. Eisenberg. "
,WN 200 FUN 1980,,,2,Fundamentals of radiography. 
,WN 200 ULT 1995,,,1,"Ultrasonography : an introduction to normal structure and functional anatomy / [edited by] Reva A. Curry, Betty Bates Tempkin. "
,WN 208 .K88 1998,,,1,Diagnostic ultrasound : principles and instruments / Frederick W. Kremkau. 
,WN 230 .F92 2011,,,24,"Radiology for the dental professional / Herbert H. Frommer, Jeanine J. Stabulas-Savage. "
,WN 230 GOA 1987,,,1,"Oral radiology : principles and interpretation / Paul W. Goaz, Stuart C. White. "
,WN 25 ASS 1988,,,1,"Assurance of quality in the diagnostic X-ray department / prepared by the Quality Assurance Working Group of the Diagnostic Methods Committee of the British Institute of Radiology ; chairman M.J. Harvey ; members, J.H.R. Carmichael ... [et al.] ; special "
,WN 25 Van 1980,,,1,Medical x-ray techniques in diagnostic radiology: a textbook for radiographers and radiological technicians 
,WN 250 LOC,,,1,Care of patient in radiotheraphy 
,WN 26.5 .C24 2008,,,1,Error(12001)
,WN 650 .D75 1999,,,3,"Practical radiation protection and applied radiobiology / Steven B. Dowd, Elwin R. Tilson. "
,WN160 .B64 2010,,,20,"Textbook of radiographic positioning and related anatomy / Kenneth L. Bontrager, John P. Lampignano ; new line drawings by Jeannie Robertson ; new photography and radiographic overlays by Jim Winters. "
,WN160 .T63 2003,,,2,"Basic medical techniques and patient care in imaging technology / Lillian S. Torres, TerriAnn Linn-Watson Norcutt, Andrea Guillen Dutton. "
,WN18.2 H86 2003,,,1,"Review of radiologic physics / Walter Huda, Richard M. Slone. "
,WN185 .W52 2005,,,10,MRI in practice / Catherine Westbrook and Carolyn Kaut Roth ; with John Talbot. 
,WN200 .Ad1 1998,,,5,Workbook to accompany Delmar's radiographic positioning and procedures Volume I Basic positioning and procedures 
,WN200 .C19 2006,,,47,"Principles of radiographic imaging : an art and a science / Richard R. Carlton, Arlene M. Adler ; contributors, Eugene D. Frank ... [et al.]. "
,WN2000 .PRO 1989,,,2,Procedures in diagnostic radiology 
,WN206 .Se3 1997,,,2,Computed tomography : a study guide and review / Euclid Seeram. 
,WN206 .Se3 2001,,,6,"Computed tomography : physical principles, clinical applications, and quality control / Euclid Seeram. "
,WP 815 .An2 2001,,,2,Error(12001)
,WP 815 Han 1989,,,1,Handbook of breast imaging 
,WP815 .F96 2003,,,5,Fundamentals of mammography / Linda Lee ... [et al.] ; foreword by Kristine M. King. 
,WS 105 .W73 1965,,,1,Family and individual development / D.W. Winnicott ; with a new introduction by Martha Nussbaum. 
,WS 105.5.E8 .P25 2007,,,1,Partners in play : assessing infants and toddlers in natural contexts / Gail L. Ensher ... [et al.]. 
,WS 113 .M34 2014,,,9,"Health, safety, and nutrition for the young child / Lynn R. Marotz. "
,WU 101 .V26 1983,,,1,Dental morphology : an illustrated guide / Geoffrey C. van Beek ; with a foreword by D.J. Anderson. 
,WU 140 .Ib7 2014,,,1,"Oral pathology for the dental hygienist / Olga A.C. Ibsen, Joan Andersen Phelan. "
,WU 17 .N82 2012,,,1,"Netter's head and neck anatomy for dentistry / Neil S. Norton ; illustrations by Frank H. Netter ; contributing illustrators, Carlos A.G. Machado ... [et al.]. "
,WU 190 .St4 2013,,,7,"Clinical aspects of dental materials : theory, practice, and cases / Marcia (Gladwin) Stewart, Michael Bagby. "
,WU 240 .G27 2011,,,6,"Foundations of periodontics for the dental hygienist / Jill S. Nield-Gehrig, Donald E. Willmann. "
,WU 29 .D43 2013,,,10,Dental management of the medically compromised patient / James W. Little ... [et al.]. 
,WU 480 .M14 2011,,,1,"McDonald and Avery's dentistry for the child and adolescent / [edited by] Jeffrey A. Dean, David R. Avery, Ralph E. McDonald. "
,WU 49 .M69 2014,,,3,Oxford handbook of clinical dentistry / David A. Mitchell and Laura Mitchell ; with contributions from Lorna McCaul. 
,WU 90 .N19 2011,,,5,Dental public health and research : contemporary practice for the dental hygienist / Christine Nielsen Nathe. 
,WX 185 PAN 1982,,,1,Environmental health management after natural disasters. 
,WX 215 AME 1990,,,1,American Red Cross first aid : responding to emergencies. 
,WX 215 E509 2002,,,1,Emergency care and transportation of the sick and injured. 
,WX215 .B29 2003,,,1,"Basic EMT : comprehensive prehospital patient care / Norman E. MCSwian, Jr., James L. Paturas "
,WY 100 .Ac3 1998,,,5,Patient care : basic skills for the health care provider / Barbara Acello. 
,WY 100 .H34 2010,,,5,"Health promotion throughout the life span / [edited by] Carole Lium Edelman, Carol Lynn Mandle. "
,WY 106 .An2 2015,,,2,"Community as partner : theory and practice in nursing / Elizabeth T. Anderson, DrPh, RN, FAAN, Professor Emerita, The University of Texas Medical Branch, School of Nursing, Galveston, Texas, Honorary Member, Pan American Nursing and Midwifery Collaboratin"
,WY 106 .H34 2012,,,5,"Health visiting : a rediscovery / edited by Karen A. Luker, Jean Orr, Gretl A. McHugh. "
,WY 87 .M58 2000,,,2,Gender issues and nursing practice / Margaret Miers. 
,WZ 112.5.N8 .H51 2001,,,2,Breaking the glass ceiling : the stories of three Caribbean nurses / Jocelyn Hezekiah. 
,Z 710.Q2 1997,,,3,College student's research companion 
,Z1037 .J71 2003,,,1,"Core collection for young adults / Patrick Jones, Patricia Taylor, Kirsten Edwards. "
,Z1037.A1 .N82 2011,,,12,"Through the eyes of a child : an introduction to children's literature / Donna E. Norton, Saundra E. Norton. "
,Z1037.A1 .V42 2008,,,11,Children's literature in action : a librarian's guide / Sylvia M. Vardell. 
,Z244 .P66 2009,,,3,Production for graphic designers / Alan Pipes. 
,Z244.3 .Ev1 2004,,,1,"Forms, folds, and sizes : all the details graphic designers need to know but can never find / Poppy Evans. "
,Z246 .Am1 2011,,,2,"Fundamentals of typography / Gavin Ambrose, Paul Harris. "
,Z246 .C84 2006,,,5,"Designing with type : the essential guide to typography / James Craig, Irene Korol Scala, William Bevington.. "
,Z246 .G54 2006,,,1,Best of brochure design 9 / Jason Godfrey. 
,Z246 .H55 2010,,,3,Complete typographer : a manual for designing with type / Will Hill. 
,Z246 .K13 2011,,,1,Type primer / John Kane. 
,Z246 .M25 2003,,,1,Before & after page design / John McWade. 
,Z250 .Sa4 2006,,,6,Typography workbook : a real-world guide to using type in graphic design / Timothy Samara. 
,Z253.53 .Si4 2007,,,1,Designer's desktop manual / Jason Simmons. 
,Z253.532.A34 .C88 2010,,,4,"Adobe InDesign CS5 / [writers, John Cruise and Kelly Kordes Anton]. "
,Z253.532.Q37 .An8 2009,,,1,QuarkXPress 8 : essential skills for page layout and web design / Kelly Kordes Anton and John Cruise. 
,Z271.3.R45 .J63 2002,,,1,Repair of cloth bindings : a manual / Arthur W. Johnson. 
,Z665 .C42 1992,,,6,Introduction to library services / Barbara E. Chernik. 
,Z665 .G69 2001,,,1,Learn about information / by Mary Gosling and Elizabeth Hopgood. 
,Z665 .T64 2001 HEC,,,2,Library and information work primer / Anne Totterdell ; with contributions from Alan Hornsey and Lyn Pullen. 
,Z665 .T64 2005,,,2,Introduction to library and information work / Anne Totterdell with contributions from Jane Gill and Alan Hornsey. 
,Z665.2.U6 .R82 2004,,,7,Foundations of library and information science / Richard E. Rubin. 
,Z665.2.U6 .Sch9 1993.,,,2,"Records management and the library : issues and practices / Candy Schwartz, Peter Hernon. "
,Z668 .B77 2005,,,1,Continuing professional development : a guide for information professionals / Alan Brine. 
,Z668.5 .L51 2011,,,2,Mentoring in the library : building for the future / Marta K. Lee. 
,Z668.5 .W85 2007,,,1,Comprehensive library staff training programme in the information age / Aileen Wood. 
,Z669.7 .G68 2005,,,5,Qualitative research for the information professional : a practical handbook / G.E. Gorman and Peter Clayton ; with contributions from Sydney J. Shep and Adela Clayton. 
,Z669.7 .P87 2004,,,3,Basic research methods for librarians / Ronald R. Powell and Lynn Silipigni Connaway. 
,Z669.8 .D87 2009,,,2,"Viewing library metrics from different perspectives : inputs, outputs, and outcomes / Robert E. Dugan, Peter Hernon, and Danuta A. Nitecki. "
,Z674.7 .F98 2001,,,1,"Future libraries / edited by Shyama Balakrishnan, P.K. Paliwal. "
,Z674.75.I58 .L61 2007,,,4,Library 2.0 and beyond : innovative technologies and tomorrow's user / edited by Nancy Courtney ; foreword by Steven J. Bell. 
,Z674.75.I58 .L62 2004,,,1,Digital dilemmas and solutions / Peter Limb. 
,Z674.75.W67 .B72 2007,,,1,How to use Web 2.0 in your library / Phil Bradley. 
,Z674.75.W67 .C86 1999,,,1,Creating a virtual library : a how-to-do-it manual for librarians / edited by Frederick Stielow. 
,Z674.75.W67 .K92 2008,,,3,Web 2.0 for librarians and information professionals / Ellyssa Kroski. 
,Z675.C8 .K34 2006,,,2,Developing strategic marketing plans that really work : a toolkit for public libraries / Terry Kendrick. 
,Z675.S3 .Am3 1998,,,4,Information power : building partnerships for learning / prepared by the American Association of School Librarians [and] Association for Educational Communications and Technology. 
,Z675.S3 .B22 1993,,,1,"Elementary school librarian's survival guide : ready-to-use tips, techniques, and materials to help you save time and work in virtually every aspect of your job / Barbara Farley Bannister, Janice B. Carlile ; illustrations by Kathy Baron. "
,Z675.S3 .B45 2010,,,1,Choosing Web 2.0 tools for learning and teaching in a digital world / Pam Berger and Sally Trexler ; foreword by Joyce Valenza. 
,Z675.S3 .M83 2004,,,1,Administering the school library media center / Betty J. Morris. 
,Z675.S3 .Sch2 2015,,,1,Technology handbook for school librarians / William O. Scheeren. 
,Z675.S3 .Sch6 2007,,,6,School library management / [edited by] Judi Repman and Gail Dickinson. 
,Z675.S3 .St4 2007,,,5,Library 101 : a handbook for the school library media specialist / Claire Gatrell Stephens and Patricia Franklin. 
,Z675.S3 .W69 2001,,,1,Leadership for today's school library : a handbook for the library media specialist and the school principal / Patricia Potter Wilson and Josette Anne Lyders. 
,Z675.S3 .W88 2004,,,7,School library media manager / Blanche Woolls. 
,Z675.S3 H21 2005,,,2,Assessing learning : librarians and teachers as partners / Violet H. Harada and Joan M. Yoshina. 
,Z675.U5 .D36 2008,,,2,Defining relevancy : managing the new academic library / edited by Janet McNeil Hurlbert. 
,Z675.U5 .L19 2008,,,3,Combating student plagiarism : an academic librarian's guide / Lynn D. Lampert. 
,Z675.U5 .M27 2007,,,2,Making a difference : leadership and academic libraries / edited by Peter Hernon and Nancy Rossiter. 
,Z675.U5 .M43 2007,,,1,Library assessment in higher education / Joseph R. Matthews. 
,Z675.U5 .W85 2007,,,1,"Beyond survival : managing academic libraries in transition / Elizabeth J. Wood, Rush Miller and Amy Knapp. "
,Z678 .Ev1 2000,,,10,"Management basics for information professionals / G. Edward Evans, Patricia Layzell Ward, Bendik Rugaas. "
,Z678 .Ev1 2003,,,2,Beyond the basics : the management guide for library and information professionals / G. Edward Evans and Patricia Layzell Ward. 
,Z678 .G54 2001,,,5,Practical strategies for library managers / Joan Giesecke. 
,Z678 .G65 2004,,,8,Accidental library manager / Rachel Singer Gordon. 
,Z678 .M347 1999,,,1,Strategic management for today's libraries / Marilyn Gell Mason. 
,Z678 .St4 1983,,,1,Communication throughout libraries / Norman D. Stevens. 
,Z678 .St4 2002,,,13,"Library and information center management / Robert D. Stueart, Barbara B. Moran. "
,Z678 .St9 2002,,,1,"Strategic marketing in library and information science / Irene Owens, editor. "
,Z678 .St9 2007,,,7,Library and information center management / Robert D. Stueart and Barbara B. Moran. 
